-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 
Location: Latitude  22.5472   Longitude 88.4361 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 7.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS
2020,3,1,22.38,15.44,18.91,22.66,14.01,29.54,15.53,10.86,68.0,0.0,101.18
2020,3,2,23.36,16.26,19.81,23.49,13.72,30.31,16.59,11.47,67.69,0.39,101.11
2020,3,3,24.0,17.63,20.82,24.34,12.41,30.9,18.49,12.57,71.12,3.38,101.05
2020,3,4,24.31,19.26,21.78,24.64,11.0,30.51,19.51,13.92,76.44,6.68,101.04
2020,3,5,23.5,19.01,21.26,23.94,9.19,28.84,19.65,13.67,78.38,3.51,101.08
2020,3,6,23.15,19.05,21.1,23.58,10.27,28.61,18.33,13.67,79.94,3.98,101.2
2020,3,7,23.4,20.4,21.9,23.74,8.52,28.61,20.09,14.83,84.56,18.34,101.25
2020,3,8,24.35,19.38,21.87,24.52,10.13,30.18,20.05,13.98,76.12,3.92,101.19
2020,3,9,22.72,13.82,18.27,22.44,13.84,29.83,15.99,9.83,60.06,0.0,101.12
2020,3,10,22.95,12.87,17.9,22.49,13.67,30.25,16.58,9.28,55.5,0.0,101.14
2020,3,11,24.49,17.62,21.05,24.76,13.62,30.94,17.31,12.57,68.38,0.81,101.12
2020,3,12,25.86,20.66,23.26,26.51,12.54,32.43,19.89,15.14,75.44,0.87,101.23
2020,3,13,27.33,20.39,23.87,28.17,13.84,34.54,20.69,14.89,69.56,0.1,101.26
2020,3,14,26.58,18.55,22.56,27.46,13.2,33.85,20.65,13.24,64.56,0.0,101.19
2020,3,15,24.3,17.22,20.76,25.44,13.16,31.58,18.42,12.15,67.56,0.63,101.25
2020,3,16,25.05,18.51,21.78,25.83,11.34,31.16,19.83,13.24,68.69,0.05,101.28
2020,3,17,25.48,16.62,21.05,26.19,13.59,32.21,18.62,11.78,60.88,0.0,101.35
2020,3,18,25.47,15.83,20.65,26.01,14.41,32.91,18.51,11.17,58.38,0.0,101.22
2020,3,19,25.44,13.73,19.58,25.77,15.94,33.67,17.73,9.77,52.25,0.07,101.08
2020,3,20,25.07,15.39,20.23,25.17,13.83,32.54,18.7,10.93,59.62,2.23,101.03
2020,3,21,26.65,15.69,21.17,26.93,13.47,34.05,20.58,11.23,54.62,1.21,101.05
2020,3,22,24.79,18.89,21.84,25.44,8.88,29.92,21.04,13.55,72.5,5.11,101.17
2020,3,23,25.21,17.17,21.19,26.21,14.05,32.45,18.4,12.21,65.69,0.35,101.12
2020,3,24,25.94,17.15,21.55,26.83,13.81,33.07,19.26,12.27,63.38,1.46,100.94
2020,3,25,26.81,16.8,21.8,27.58,14.77,34.73,19.96,12.02,59.06,0.01,100.83
2020,3,26,27.74,17.72,22.73,28.56,14.79,35.58,20.8,12.88,60.81,0.09,100.9
2020,3,27,28.31,17.92,23.12,29.23,16.11,36.87,20.76,12.88,59.44,0.0,101.01
2020,3,28,29.35,19.13,24.24,30.4,15.38,37.37,22.0,13.85,59.06,0.0,100.84
2020,3,29,29.71,17.66,23.69,30.37,14.03,37.11,23.08,12.76,53.38,0.0,100.78
2020,3,30,29.07,17.18,23.12,29.96,16.35,37.49,21.14,12.33,53.88,0.0,100.87
2020,3,31,28.73,14.87,21.8,29.56,16.02,37.15,21.12,10.74,49.31,0.0,100.93
2020,4,1,29.4,15.2,22.3,30.11,15.68,38.03,22.35,10.93,45.5,0.02,100.76
2020,4,2,30.5,20.09,25.3,31.66,15.69,38.93,23.24,14.95,61.19,0.82,100.64
2020,4,3,30.71,18.85,24.78,31.62,14.95,38.94,23.99,13.98,56.31,0.44,100.76
2020,4,4,30.4,14.93,22.66,31.58,14.8,38.6,23.79,10.86,44.75,0.05,100.94
2020,4,5,29.73,16.2,22.97,31.12,15.3,38.08,22.77,11.72,50.31,0.09,100.97
2020,4,6,29.11,12.68,20.89,30.41,17.47,38.14,20.67,9.64,45.5,0.03,100.9
2020,4,7,30.09,14.93,22.51,31.4,17.77,39.18,21.4,10.93,47.44,0.0,100.72
2020,4,8,31.26,18.5,24.88,32.83,14.7,39.72,25.01,13.67,54.12,0.19,100.74
2020,4,9,30.39,16.72,23.55,31.94,15.12,38.73,23.62,12.39,52.5,0.6,100.79
2020,4,10,30.66,18.83,24.75,32.62,16.11,39.22,23.11,13.79,57.19,0.0,100.99
2020,4,11,30.94,19.3,25.12,32.72,15.63,39.34,23.72,14.28,57.94,0.0,101.04
2020,4,12,30.74,18.17,24.46,32.69,15.51,38.93,23.41,13.31,54.56,0.33,100.91
2020,4,13,31.22,19.33,25.27,32.86,15.85,39.51,23.65,14.22,56.25,0.19,100.71
2020,4,14,31.99,20.15,26.07,34.01,15.83,40.49,24.66,15.08,57.62,0.0,100.83
2020,4,15,32.19,19.68,25.94,33.81,15.62,40.58,24.97,14.59,54.94,1.03,100.83
2020,4,16,30.84,20.62,25.73,32.38,13.52,38.25,24.73,15.38,60.19,4.17,100.7
2020,4,17,32.0,20.55,26.28,33.34,15.39,41.07,25.67,15.62,59.19,1.13,100.56
2020,4,18,31.8,22.31,27.05,33.41,13.8,39.91,26.11,17.03,62.81,3.75,100.69
2020,4,19,30.95,22.6,26.78,32.3,12.75,38.16,25.41,17.27,65.94,4.53,100.74
2020,4,20,31.55,21.4,26.48,33.27,14.59,39.79,25.2,16.3,62.44,5.68,100.7
2020,4,21,30.38,22.12,26.25,31.26,11.12,37.08,25.96,16.78,65.88,16.16,100.8
2020,4,22,29.51,21.35,25.43,30.81,9.93,35.27,25.34,15.93,64.88,6.35,100.78
2020,4,23,30.08,21.76,25.92,31.26,12.03,36.9,24.87,16.36,65.25,5.12,100.72
2020,4,24,28.78,23.59,26.19,29.56,10.12,34.62,24.49,18.19,76.06,17.7,100.68
2020,4,25,29.37,22.79,26.08,30.73,10.56,35.17,24.61,17.4,70.88,1.13,100.68
2020,4,26,28.96,22.96,25.96,30.14,9.02,33.98,24.97,17.52,72.69,2.61,100.89
2020,4,27,28.54,21.65,25.09,30.15,10.3,34.15,23.85,16.17,69.5,3.95,101.07
2020,4,28,27.46,22.73,25.09,28.53,8.53,32.58,24.05,17.21,77.12,5.86,100.96
2020,4,29,28.24,21.33,24.79,29.83,10.83,34.05,23.22,15.87,69.69,2.77,100.82
2020,4,30,29.08,22.03,25.55,30.8,10.62,34.77,24.14,16.54,68.5,3.07,100.85
2020,5,1,28.58,23.44,26.01,29.5,8.16,32.94,24.78,18.01,75.69,22.94,100.76
2020,5,2,28.55,22.76,25.65,29.58,9.5,33.48,23.98,17.33,73.25,8.18,100.63
2020,5,3,29.41,22.4,25.9,30.97,9.88,34.62,24.74,16.97,68.75,3.01,100.61
2020,5,4,30.15,23.57,26.87,31.54,10.91,35.69,24.79,18.19,70.81,0.24,100.74
2020,5,5,30.89,24.27,27.58,31.93,10.79,36.81,26.02,19.04,71.25,10.03,100.62
2020,5,6,30.05,23.47,26.76,30.81,9.0,35.0,26.0,18.13,70.75,17.15,100.66
2020,5,7,29.9,22.71,26.3,30.98,11.94,36.08,24.14,17.33,69.12,2.06,100.65
2020,5,8,30.15,22.19,26.17,30.98,12.87,36.83,23.97,16.85,66.94,2.64,100.64
2020,5,9,31.3,22.06,26.69,32.26,12.95,38.02,25.07,16.78,63.69,2.74,100.64
2020,5,10,31.4,22.65,27.02,32.62,13.09,38.59,25.5,17.33,64.75,0.23,100.68
2020,5,11,30.42,23.33,26.87,31.36,10.31,36.07,25.76,17.94,68.88,6.68,100.74
2020,5,12,31.27,22.3,26.79,32.69,12.83,38.1,25.27,16.97,64.06,0.94,100.67
2020,5,13,31.27,22.24,26.76,32.33,12.62,38.38,25.76,16.91,63.69,1.89,100.56
2020,5,14,31.76,22.99,27.37,33.13,13.33,39.15,25.83,17.7,64.56,0.21,100.53
2020,5,15,31.84,23.45,27.65,33.08,12.3,38.83,26.53,18.19,65.62,0.94,100.35
2020,5,16,32.34,23.21,27.78,33.73,13.55,39.9,26.35,18.01,63.81,0.6,100.29
2020,5,17,32.62,23.36,27.98,34.27,13.36,40.19,26.83,18.13,63.31,1.15,100.25
2020,5,18,31.83,23.18,27.51,33.5,12.98,38.89,25.9,17.94,64.5,0.0,100.1
2020,5,19,28.4,22.53,25.46,28.76,6.68,31.67,24.99,17.27,72.06,6.6,100.03
2020,5,20,26.33,24.6,25.46,26.26,4.91,28.83,23.91,19.78,90.19,136.76,98.8
2020,5,21,27.26,23.44,25.35,27.41,7.76,31.27,23.51,18.25,80.56,13.32,99.65
2020,5,22,29.53,24.34,26.94,29.69,9.66,34.81,25.15,19.17,76.12,0.24,100.22
2020,5,23,30.21,26.06,28.14,30.58,10.19,35.86,25.67,21.18,80.44,0.02,100.35
2020,5,24,30.48,26.42,28.45,30.89,8.09,35.31,27.22,21.67,80.5,0.02,100.31
2020,5,25,30.09,26.11,28.1,30.54,7.39,34.62,27.23,21.24,80.38,0.09,100.37
2020,5,26,30.05,25.83,27.94,30.5,6.97,34.21,27.25,20.87,79.12,0.35,100.32
2020,5,27,29.97,26.14,28.05,30.49,7.48,34.56,27.08,21.3,81.25,19.94,100.27
2020,5,28,28.92,25.95,27.44,29.28,5.63,32.23,26.59,21.06,84.88,19.97,100.35
2020,5,29,29.16,25.32,27.24,29.85,7.7,33.33,25.62,20.26,81.25,5.44,100.42
2020,5,30,29.65,25.4,27.52,30.25,8.69,34.39,25.7,20.32,79.5,3.02,100.5
2020,5,31,29.95,25.74,27.85,30.37,7.18,33.88,26.7,20.69,79.62,10.59,100.65
2020,6,1,29.48,25.83,27.65,29.72,6.57,33.43,26.86,20.81,82.0,5.62,100.66
2020,6,2,29.8,25.97,27.89,29.89,6.89,34.03,27.14,21.0,81.06,11.46,100.54
2020,6,3,29.87,25.2,27.54,30.23,7.55,33.9,26.37,20.14,77.88,3.81,100.46
2020,6,4,29.76,25.6,27.68,30.25,7.03,33.85,26.81,20.57,79.88,8.79,100.41
2020,6,5,29.17,26.37,27.77,29.19,5.16,31.93,26.76,21.61,85.5,6.14,100.29
2020,6,6,29.79,26.19,27.98,29.9,5.7,33.11,27.41,21.36,82.06,1.24,100.22
2020,6,7,29.61,25.8,27.7,29.87,7.12,33.67,26.55,20.87,81.38,4.98,100.13
2020,6,8,29.31,25.76,27.54,29.73,6.2,32.73,26.53,20.87,82.12,9.67,100.11
2020,6,9,29.7,25.87,27.79,30.25,6.9,33.24,26.34,21.0,80.94,1.48,100.14
2020,6,10,29.19,26.05,27.62,29.49,5.17,32.02,26.85,21.18,83.88,1.84,100.11
2020,6,11,28.52,26.65,27.59,28.52,3.96,30.76,26.8,22.03,89.81,13.04,99.99
2020,6,12,28.8,26.51,27.65,28.8,4.68,31.56,26.88,21.85,87.88,14.77,99.83
2020,6,13,29.05,27.11,28.08,28.91,4.29,31.71,27.42,22.64,89.5,19.65,99.85
2020,6,14,28.97,27.29,28.12,28.81,2.77,30.62,27.85,22.83,90.81,15.26,100.01
2020,6,15,28.94,27.04,27.99,28.86,4.09,31.4,27.3,22.52,89.81,19.29,99.98
2020,6,16,28.45,26.7,27.58,28.36,3.01,30.04,27.03,22.16,90.38,9.16,99.77
2020,6,17,28.38,26.58,27.48,28.14,3.09,30.02,26.94,21.97,90.06,13.76,99.78
2020,6,18,28.97,26.01,27.49,29.05,6.42,32.63,26.21,21.18,84.75,5.7,99.94
2020,6,19,29.3,26.13,27.71,29.44,6.27,32.98,26.71,21.3,84.06,5.06,100.02
2020,6,20,29.24,26.66,27.95,29.43,5.66,32.45,26.78,22.03,86.69,8.36,100.02
2020,6,21,28.92,26.33,27.63,29.32,5.92,32.21,26.28,21.61,86.5,16.63,99.82
2020,6,22,29.0,26.44,27.73,29.17,5.2,32.21,27.01,21.73,86.62,19.48,99.88
2020,6,23,29.25,26.38,27.81,29.55,5.7,32.47,26.77,21.61,85.19,9.38,100.25
2020,6,24,29.34,26.2,27.77,29.66,6.66,33.15,26.5,21.3,84.0,1.09,100.42
2020,6,25,29.19,26.34,27.76,29.27,5.69,32.62,26.94,21.55,85.31,3.86,100.31
2020,6,26,29.05,26.4,27.73,28.94,5.41,32.33,26.92,21.61,86.25,4.56,100.24
2020,6,27,28.56,26.32,27.44,28.43,4.59,31.26,26.68,21.55,88.06,20.31,100.22
2020,6,28,28.76,25.92,27.33,28.68,5.18,31.85,26.66,21.0,85.38,12.28,100.21
2020,6,29,28.91,26.56,27.74,29.17,5.41,32.17,26.76,21.85,87.62,17.34,100.18
2020,6,30,29.15,26.0,27.57,29.6,6.58,32.86,26.28,21.12,84.06,1.28,100.21
2020,7,1,28.91,26.05,27.48,29.11,5.51,32.26,26.76,21.18,85.06,0.47,100.11
2020,7,2,29.08,26.47,27.77,29.08,5.13,32.08,26.95,21.79,86.25,0.19,99.97
2020,7,3,29.39,26.61,28.0,29.55,5.48,32.64,27.15,21.97,85.62,1.05,99.99
2020,7,4,29.48,26.45,27.97,29.9,6.59,33.34,26.74,21.79,84.69,6.36,99.92
2020,7,5,29.18,27.22,28.2,29.27,5.08,32.08,27.01,22.89,89.44,12.18,99.61
2020,7,6,29.45,26.79,28.12,29.62,5.57,32.64,27.06,22.28,86.12,9.24,99.62
2020,7,7,29.4,26.57,27.98,29.52,4.66,32.2,27.54,21.91,85.38,7.81,100.07
2020,7,8,28.94,26.57,27.75,28.93,4.45,31.6,27.15,21.85,87.44,4.5,100.24
2020,7,9,28.83,26.81,27.82,28.77,4.45,31.38,26.93,22.22,89.12,10.24,100.08
2020,7,10,28.84,26.93,27.89,28.62,3.41,30.86,27.44,22.34,89.56,4.98,100.05
2020,7,11,28.4,26.82,27.61,28.19,3.03,30.25,27.22,22.22,91.19,16.97,99.99
2020,7,12,28.35,26.6,27.48,28.11,3.65,30.43,26.78,21.91,90.38,17.42,100.06
2020,7,13,28.91,26.49,27.7,29.0,5.49,32.22,26.73,21.79,87.31,7.26,100.0
2020,7,14,27.83,26.16,26.99,27.71,3.18,29.62,26.44,21.36,90.69,7.95,100.08
2020,7,15,28.58,25.71,27.15,28.83,6.21,32.15,25.94,20.75,85.06,7.7,100.14
2020,7,16,28.9,25.75,27.32,29.12,6.18,32.2,26.02,20.81,83.69,5.67,100.1
2020,7,17,29.22,26.3,27.76,29.42,5.95,32.66,26.72,21.48,84.88,2.84,100.12
2020,7,18,28.67,26.16,27.42,28.79,5.3,31.85,26.55,21.3,86.75,2.38,100.26
2020,7,19,29.09,26.55,27.82,29.07,5.26,32.08,26.83,21.85,86.62,12.34,100.21
2020,7,20,28.43,26.65,27.54,28.19,3.32,30.3,26.98,21.97,90.12,4.75,100.16
2020,7,21,27.97,26.72,27.34,27.68,2.29,29.25,26.97,22.03,92.81,31.43,100.3
2020,7,22,27.91,26.1,27.01,27.71,4.05,30.62,26.57,21.24,90.06,32.78,100.29
2020,7,23,28.39,25.93,27.16,28.38,5.69,31.57,25.89,21.06,86.94,8.09,100.19
2020,7,24,27.72,25.89,26.8,27.62,4.08,29.91,25.83,20.94,89.94,3.7,100.46
2020,7,25,28.4,25.63,27.01,28.84,6.76,31.82,25.06,20.57,85.56,0.45,100.54
2020,7,26,29.55,26.49,28.02,29.68,6.23,33.0,26.76,21.73,84.44,0.08,100.44
2020,7,27,28.61,26.94,27.77,28.52,2.99,30.15,27.15,22.34,90.75,4.25,100.29
2020,7,28,29.22,26.62,27.92,29.17,6.13,32.6,26.48,21.91,86.56,25.57,100.27
2020,7,29,28.9,26.31,27.61,29.11,6.3,32.55,26.25,21.48,86.44,4.95,100.34
2020,7,30,29.32,26.3,27.8,29.47,6.48,33.16,26.69,21.42,84.56,0.61,100.4
2020,7,31,28.9,26.45,27.68,29.19,5.89,32.15,26.27,21.67,87.12,3.86,100.29
2020,8,1,29.41,26.26,27.83,29.87,6.76,32.98,26.22,21.48,84.0,2.42,100.13
2020,8,2,29.8,26.88,28.34,29.97,6.37,33.36,26.99,22.34,85.12,5.24,99.86
2020,8,3,29.77,27.07,28.42,29.71,4.97,32.36,27.38,22.71,86.0,7.81,99.48
2020,8,4,29.51,27.4,28.45,29.5,5.48,32.29,26.81,23.25,88.75,25.28,99.08
2020,8,5,29.19,27.05,28.12,29.16,5.93,32.77,26.83,22.77,88.69,16.89,99.15
2020,8,6,28.42,26.91,27.67,28.25,3.64,30.51,26.87,22.4,91.56,22.97,99.92
2020,8,7,28.88,26.65,27.76,28.95,5.27,31.8,26.53,21.97,88.12,5.44,100.1
2020,8,8,29.47,27.11,28.29,29.62,5.61,32.74,27.13,22.64,87.62,3.5,99.93
2020,8,9,29.2,26.85,28.03,29.39,5.2,32.19,26.99,22.28,87.62,3.78,99.88
2020,8,10,28.96,26.77,27.87,29.01,4.7,31.46,26.76,22.16,88.31,2.19,99.97
2020,8,11,29.26,27.41,28.33,29.19,4.91,31.86,26.94,23.07,89.94,1.21,99.93
2020,8,12,29.72,27.26,28.48,30.02,6.31,33.37,27.06,22.83,87.31,1.8,99.92
2020,8,13,29.4,27.15,28.28,29.69,5.93,32.84,26.91,22.71,88.19,2.86,99.79
2020,8,14,28.99,27.01,28.0,29.09,5.28,32.08,26.8,22.58,89.44,7.38,99.53
2020,8,15,29.14,26.97,28.05,29.28,5.34,32.21,26.87,22.58,88.44,15.57,99.42
2020,8,16,28.73,26.47,27.6,28.76,4.99,31.68,26.69,21.85,87.88,7.59,99.55
2020,8,17,28.51,26.27,27.39,28.52,4.87,31.65,26.78,21.55,88.06,8.24,99.77
2020,8,18,28.65,26.73,27.69,28.77,6.07,32.23,26.15,22.16,89.75,26.78,99.8
2020,8,19,27.88,26.6,27.24,27.8,3.38,29.83,26.46,22.03,92.75,37.59,99.53
2020,8,20,27.63,26.49,27.06,27.37,2.43,29.08,26.65,21.85,93.44,51.51,99.69
2020,8,21,27.73,26.7,27.22,27.51,2.96,29.3,26.33,22.03,94.0,25.53,100.25
2020,8,22,27.89,26.42,27.15,27.83,4.05,30.39,26.35,21.61,91.81,12.22,100.39
2020,8,23,27.46,26.07,26.76,27.39,3.55,29.48,25.93,21.18,92.25,7.67,100.29
2020,8,24,28.37,26.05,27.22,28.47,6.25,31.91,25.66,21.24,87.75,12.05,100.12
2020,8,25,28.3,27.05,27.67,28.14,4.28,30.58,26.3,22.52,92.94,32.76,100.09
2020,8,26,27.89,26.61,27.25,27.77,4.79,30.45,25.66,22.03,92.75,30.49,99.78
2020,8,27,27.87,26.43,27.15,27.66,4.18,30.33,26.15,21.67,91.88,16.46,100.1
2020,8,28,27.68,25.95,26.81,27.51,4.2,30.16,25.96,21.06,90.44,3.79,100.18
2020,8,29,28.48,26.19,27.33,28.5,6.4,31.98,25.58,21.36,88.0,0.29,100.26
2020,8,30,28.53,26.44,27.48,28.33,4.4,30.84,26.44,21.67,88.69,0.16,100.33
2020,8,31,28.52,26.87,27.7,28.33,4.96,31.11,26.15,22.22,90.94,1.85,100.35
2020,9,1,27.05,25.85,26.45,26.87,3.02,28.36,25.34,20.87,93.12,19.49,100.45
2020,9,2,27.74,25.51,26.63,27.86,6.55,31.45,24.91,20.45,88.12,4.42,100.63
2020,9,3,28.23,25.56,26.9,28.55,7.41,32.2,24.8,20.45,86.06,3.59,100.76
2020,9,4,28.7,25.67,27.19,29.23,8.18,32.9,24.73,20.63,84.56,0.42,100.63
2020,9,5,28.65,26.19,27.41,28.69,5.78,31.95,26.18,21.3,87.06,0.05,100.45
2020,9,6,28.16,26.77,27.47,27.98,2.95,29.84,26.89,22.09,92.19,0.28,100.38
